Text(1) | Tiempo: 36097 ms | TextId: So01.Do01.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do01 - 2017-06-29 | Section: Diagnosis 
Text(154) | Tiempo: 3440 ms | TextId: So01.Do1010.V2017-06-29.Se04.T07 | No. Concepts: 3 | Doc: So01.Do1010 - 2017-06-29 | Section: Signs and symptoms 
Text(155) | Tiempo: 6557 ms | TextId: So01.Do1010.V2017-06-29.Se04.T08 | No. Concepts: 7 | Doc: So01.Do1010 - 2017-06-29 | Section: Signs and symptoms 
Text(156) | Tiempo: 3856 ms | TextId: So01.Do1011.V2017-06-29.Se01.T01 | No. Concepts: 3 | Doc: So01.Do1011 - 2017-06-29 | Section: Cause 
Text(157) | Tiempo: 31364 ms | TextId: So01.Do1011.V2017-06-29.Se04.T01 | No. Concepts: 19 | Doc: So01.Do1011 - 2017-06-29 | Section: Signs and symptoms 
Text(158) | Tiempo: 21020 ms | TextId: So01.Do1011.V2017-06-29.Se04.T02 | No. Concepts: 11 | Doc: So01.Do1011 - 2017-06-29 | Section: Signs and symptoms 
Text(159) | Tiempo: 3249 ms | TextId: So01.Do1011.V2017-06-29.Se04.T03 | No. Concepts: 4 | Doc: So01.Do1011 - 2017-06-29 | Section: Signs and symptoms 
Text(160) | Tiempo: 11161 ms | TextId: So01.Do1012.V2017-06-29.Se02.T01 | No. Concepts: 10 | Doc: So01.Do1012 - 2017-06-29 | Section: Diagnosis 
Text(161) | Tiempo: 21688 ms | TextId: So01.Do1012.V2017-06-29.Se02.T02 | No. Concepts: 11 | Doc: So01.Do1012 - 2017-06-29 | Section: Diagnosis 
Text(162) | Tiempo: 3440 ms | TextId: So01.Do1012.V2017-06-29.Se02.T03 | No. Concepts: 3 | Doc: So01.Do1012 - 2017-06-29 | Section: Diagnosis 
Text(163) | Tiempo: 18 ms | TextId: So01.Do1012.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do1012 - 2017-06-29 | Section: Diagnosis 
Text(164) | Tiempo: 18285 ms | TextId: So01.Do1012.V2017-06-29.Se02.T05 | No. Concepts: 10 | Doc: So01.Do1012 - 2017-06-29 | Section: Diagnosis 
Text(165) | Tiempo: 10703 ms | TextId: So01.Do1013.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1013 - 2017-06-29 | Section: Diagnosis 
Text(166) | Tiempo: 5465 ms | TextId: So01.Do1013.V2017-06-29.Se02.T02 | No. Concepts: 4 | Doc: So01.Do1013 - 2017-06-29 | Section: Diagnosis 
Text(167) | Tiempo: 10968 ms | TextId: So01.Do1013.V2017-06-29.Se02.T03 | No. Concepts: 6 | Doc: So01.Do1013 - 2017-06-29 | Section: Diagnosis 
Text(168) | Tiempo: 3359 ms | TextId: So01.Do1013.V2017-06-29.Se02.T04 | No. Concepts: 3 | Doc: So01.Do1013 - 2017-06-29 | Section: Diagnosis 
Text(169) | Tiempo: 10781 ms | TextId: So01.Do1013.V2017-06-29.Se02.T05 | No. Concepts: 5 | Doc: So01.Do1013 - 2017-06-29 | Section: Diagnosis 
Text(170) | Tiempo: 2876 ms | TextId: So01.Do1013.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1013 - 2017-06-29 | Section: Signs and symptoms 
Text(171) | Tiempo: 3558 ms | TextId: So01.Do1013.V2017-06-29.Se04.T02 | No. Concepts: 4 | Doc: So01.Do1013 - 2017-06-29 | Section: Signs and symptoms 
Text(172) | Tiempo: 5404 ms | TextId: So01.Do1013.V2017-06-29.Se04.T03 | No. Concepts: 5 | Doc: So01.Do1013 - 2017-06-29 | Section: Signs and symptoms 
Text(173) | Tiempo: 1247 ms | TextId: So01.Do1013.V2017-06-29.Se04.T04 | No. Concepts: 2 | Doc: So01.Do1013 - 2017-06-29 | Section: Signs and symptoms 
Text(174) | Tiempo: 6502 ms | TextId: So01.Do1013.V2017-06-29.Se04.T05 | No. Concepts: 6 | Doc: So01.Do1013 - 2017-06-29 | Section: Signs and symptoms 
Text(175) | Tiempo: 32 ms | TextId: So01.Do1013.V2017-06-29.Se04.T06 | No. Concepts: 1 | Doc: So01.Do1013 - 2017-06-29 | Section: Signs and symptoms 
Text(176) | Tiempo: 17743 ms | TextId: So01.Do1014.V2017-06-29.Se02.T01 | No. Concepts: 14 | Doc: So01.Do1014 - 2017-06-29 | Section: Diagnosis 
Text(177) | Tiempo: 6696 ms | TextId: So01.Do1014.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1014 - 2017-06-29 | Section: Diagnosis 
Text(178) | Tiempo: 3414 ms | TextId: So01.Do1014.V2017-06-29.Se02.T03 | No. Concepts: 4 | Doc: So01.Do1014 - 2017-06-29 | Section: Diagnosis 
Text(179) | Tiempo: 1847 ms | TextId: So01.Do1014.V2017-06-29.Se04.T01 | No. Concepts: 2 | Doc: So01.Do1014 - 2017-06-29 | Section: Signs and symptoms 
Text(180) | Tiempo: 332 ms | TextId: So01.Do1014.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do1014 - 2017-06-29 | Section: Signs and symptoms 
Text(181) | Tiempo: 1884 ms | TextId: So01.Do1014.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do1014 - 2017-06-29 | Section: Signs and symptoms 
Text(182) | Tiempo: 36315 ms | TextId: So01.Do1014.V2017-06-29.Se04.T04 | No. Concepts: 16 | Doc: So01.Do1014 - 2017-06-29 | Section: Signs and symptoms 
Text(183) | Tiempo: 5362 ms | TextId: So01.Do1015.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1015 - 2017-06-29 | Section: Diagnosis 
Text(184) | Tiempo: 11566 ms | TextId: So01.Do1015.V2017-06-29.Se02.T02 | No. Concepts: 8 | Doc: So01.Do1015 - 2017-06-29 | Section: Diagnosis 
Text(185) | Tiempo: 6255 ms | TextId: So01.Do1015.V2017-06-29.Se02.T03 | No. Concepts: 6 | Doc: So01.Do1015 - 2017-06-29 | Section: Diagnosis 
Text(186) | Tiempo: 1569 ms | TextId: So01.Do1015.V2017-06-29.Se04.T01 | No. Concepts: 2 | Doc: So01.Do1015 - 2017-06-29 | Section: Signs and symptoms 
Text(187) | Tiempo: 56 ms | TextId: So01.Do1015.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do1015 - 2017-06-29 | Section: Signs and symptoms 
Text(188) | Tiempo: 55 ms | TextId: So01.Do1015.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do1015 - 2017-06-29 | Section: Signs and symptoms 
Text(189) | Tiempo: 84 ms | TextId: So01.Do1015.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1015 - 2017-06-29 | Section: Signs and symptoms 
Text(190) | Tiempo: 91 ms | TextId: So01.Do1015.V2017-06-29.Se04.T05 | No. Concepts: 1 | Doc: So01.Do1015 - 2017-06-29 | Section: Signs and symptoms 
Text(191) | Tiempo: 4972 ms | TextId: So01.Do1016.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1016 - 2017-06-29 | Section: Diagnosis 
Text(192) | Tiempo: 13547 ms | TextId: So01.Do1016.V2017-06-29.Se02.T02 | No. Concepts: 9 | Doc: So01.Do1016 - 2017-06-29 | Section: Diagnosis 
Text(193) | Tiempo: 5709 ms | TextId: So01.Do1016.V2017-06-29.Se02.T03 | No. Concepts: 4 | Doc: So01.Do1016 - 2017-06-29 | Section: Diagnosis 
Text(194) | Tiempo: 59 ms | TextId: So01.Do1016.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do1016 - 2017-06-29 | Section: Diagnosis 
Text(195) | Tiempo: 2158 ms | TextId: So01.Do1016.V2017-06-29.Se02.T05 | No. Concepts: 2 | Doc: So01.Do1016 - 2017-06-29 | Section: Diagnosis 
Text(196) | Tiempo: 9972 ms | TextId: So01.Do1016.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1016 - 2017-06-29 | Section: Signs and symptoms 
Text(197) | Tiempo: 6996 ms | TextId: So01.Do1016.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1016 - 2017-06-29 | Section: Signs and symptoms 
Text(198) | Tiempo: 623441 ms | TextId: So01.Do1016.V2017-06-29.Se04.T03 | No. Concepts: 15 | Doc: So01.Do1016 - 2017-06-29 | Section: Signs and symptoms 
Text(199) | Tiempo: 60415 ms | TextId: So01.Do1017.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1017 - 2017-06-29 | Section: Diagnosis 
Text(200) | Tiempo: 175446 ms | TextId: So01.Do1018.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1018 - 2017-06-29 | Section: Diagnosis 
Text(201) | Tiempo: 38493 ms | TextId: So01.Do1018.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1018 - 2017-06-29 | Section: Diagnosis 
Text(202) | Tiempo: 232718 ms | TextId: So01.Do1018.V2017-06-29.Se04.T01 | No. Concepts: 5 | Doc: So01.Do1018 - 2017-06-29 | Section: Signs and symptoms 
Text(203) | Tiempo: 309983 ms | TextId: So01.Do1019.V2017-06-29.Se02.T01 | No. Concepts: 6 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(204) | Tiempo: 388137 ms | TextId: So01.Do1019.V2017-06-29.Se02.T02 | No. Concepts: 7 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(205) | Tiempo: 60454 ms | TextId: So01.Do1019.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(206) | Tiempo: 149 ms | TextId: So01.Do1019.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(207) | Tiempo: 81815 ms | TextId: So01.Do1019.V2017-06-29.Se02.T05 | No. Concepts: 3 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(208) | Tiempo: 69891 ms | TextId: So01.Do1019.V2017-06-29.Se02.T06 | No. Concepts: 2 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(209) | Tiempo: 41645 ms | TextId: So01.Do1019.V2017-06-29.Se02.T07 | No. Concepts: 2 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(210) | Tiempo: 181028 ms | TextId: So01.Do1019.V2017-06-29.Se02.T08 | No. Concepts: 4 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(211) | Tiempo: 120685 ms | TextId: So01.Do1019.V2017-06-29.Se02.T09 | No. Concepts: 3 | Doc: So01.Do1019 - 2017-06-29 | Section: Diagnosis 
Text(212) | Tiempo: 120730 ms | TextId: So01.Do1019.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1019 - 2017-06-29 | Section: Signs and symptoms 
Text(213) | Tiempo: 124044 ms | TextId: So01.Do102.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do102 - 2017-06-29 | Section: Signs and symptoms 
Text(214) | Tiempo: 270069 ms | TextId: So01.Do102.V2017-06-29.Se04.T02 | No. Concepts: 6 | Doc: So01.Do102 - 2017-06-29 | Section: Signs and symptoms 
Text(215) | Tiempo: 43 ms | TextId: So01.Do102.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do102 - 2017-06-29 | Section: Signs and symptoms 
Text(216) | Tiempo: 352198 ms | TextId: So01.Do102.V2017-06-29.Se04.T04 | No. Concepts: 7 | Doc: So01.Do102 - 2017-06-29 | Section: Signs and symptoms 
Text(217) | Tiempo: 521292 ms | TextId: So01.Do1020.V2017-06-29.Se02.T01 | No. Concepts: 10 | Doc: So01.Do1020 - 2017-06-29 | Section: Diagnosis 
Text(218) | Tiempo: 45123 ms | TextId: So01.Do1020.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1020 - 2017-06-29 | Section: Diagnosis 
Text(219) | Tiempo: 99 ms | TextId: So01.Do1020.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1020 - 2017-06-29 | Section: Diagnosis 
Text(220) | Tiempo: 41108 ms | TextId: So01.Do1020.V2017-06-29.Se02.T04 | No. Concepts: 2 | Doc: So01.Do1020 - 2017-06-29 | Section: Diagnosis 
Text(221) | Tiempo: 915397 ms | TextId: So01.Do1020.V2017-06-29.Se02.T05 | No. Concepts: 15 | Doc: So01.Do1020 - 2017-06-29 | Section: Diagnosis 
Text(222) | Tiempo: 24 ms | TextId: So01.Do1020.V2017-06-29.Se02.T06 | No. Concepts: 1 | Doc: So01.Do1020 - 2017-06-29 | Section: Diagnosis 
Text(223) | Tiempo: 40705 ms | TextId: So01.Do1020.V2017-06-29.Se02.T07 | No. Concepts: 2 | Doc: So01.Do1020 - 2017-06-29 | Section: Diagnosis 
Text(224) | Tiempo: 104 ms | TextId: So01.Do1020.V2017-06-29.Se04.T01 | No. Concepts: 1 | Doc: So01.Do1020 - 2017-06-29 | Section: Signs and symptoms 
Text(225) | Tiempo: 88 ms | TextId: So01.Do1020.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do1020 - 2017-06-29 | Section: Signs and symptoms 
Text(226) | Tiempo: 244419 ms | TextId: So01.Do1022.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(227) | Tiempo: 1296380 ms | TextId: So01.Do1022.V2017-06-29.Se02.T02 | No. Concepts: 25 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(228) | Tiempo: 120962 ms | TextId: So01.Do1022.V2017-06-29.Se02.T03 | No. Concepts: 3 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(229) | Tiempo: 36 ms | TextId: So01.Do1022.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(230) | Tiempo: 399866 ms | TextId: So01.Do1022.V2017-06-29.Se02.T05 | No. Concepts: 8 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(231) | Tiempo: 71440 ms | TextId: So01.Do1022.V2017-06-29.Se02.T06 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(232) | Tiempo: 191650 ms | TextId: So01.Do1022.V2017-06-29.Se02.T07 | No. Concepts: 4 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(233) | Tiempo: 425123 ms | TextId: So01.Do1022.V2017-06-29.Se02.T08 | No. Concepts: 9 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(234) | Tiempo: 44692 ms | TextId: So01.Do1022.V2017-06-29.Se02.T09 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(235) | Tiempo: 202442 ms | TextId: So01.Do1022.V2017-06-29.Se02.T10 | No. Concepts: 4 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(236) | Tiempo: 462692 ms | TextId: So01.Do1022.V2017-06-29.Se02.T11 | No. Concepts: 9 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(237) | Tiempo: 440973 ms | TextId: So01.Do1022.V2017-06-29.Se02.T12 | No. Concepts: 8 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(238) | Tiempo: 828575 ms | TextId: So01.Do1022.V2017-06-29.Se02.T13 | No. Concepts: 15 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(239) | Tiempo: 478773 ms | TextId: So01.Do1022.V2017-06-29.Se02.T14 | No. Concepts: 9 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(240) | Tiempo: 131331 ms | TextId: So01.Do1022.V2017-06-29.Se02.T15 | No. Concepts: 4 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(241) | Tiempo: 219363 ms | TextId: So01.Do1022.V2017-06-29.Se02.T16 | No. Concepts: 5 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(242) | Tiempo: 44619 ms | TextId: So01.Do1022.V2017-06-29.Se02.T17 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(243) | Tiempo: 166834 ms | TextId: So01.Do1022.V2017-06-29.Se02.T18 | No. Concepts: 4 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(244) | Tiempo: 178 ms | TextId: So01.Do1022.V2017-06-29.Se02.T19 | No. Concepts: 1 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(245) | Tiempo: 658 ms | TextId: So01.Do1022.V2017-06-29.Se02.T20 | No. Concepts: 1 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(246) | Tiempo: 59542 ms | TextId: So01.Do1022.V2017-06-29.Se02.T21 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(247) | Tiempo: 83551 ms | TextId: So01.Do1022.V2017-06-29.Se02.T22 | No. Concepts: 3 | Doc: So01.Do1022 - 2017-06-29 | Section: Diagnosis 
Text(248) | Tiempo: 1040826 ms | TextId: So01.Do1022.V2017-06-29.Se04.T01 | No. Concepts: 18 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(249) | Tiempo: 510495 ms | TextId: So01.Do1022.V2017-06-29.Se04.T02 | No. Concepts: 10 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(250) | Tiempo: 114683 ms | TextId: So01.Do1022.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(251) | Tiempo: 664881 ms | TextId: So01.Do1022.V2017-06-29.Se04.T04 | No. Concepts: 11 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(252) | Tiempo: 179364 ms | TextId: So01.Do1022.V2017-06-29.Se04.T05 | No. Concepts: 4 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(253) | Tiempo: 174470 ms | TextId: So01.Do1022.V2017-06-29.Se04.T06 | No. Concepts: 4 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(254) | Tiempo: 60595 ms | TextId: So01.Do1022.V2017-06-29.Se04.T07 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(255) | Tiempo: 290714 ms | TextId: So01.Do1022.V2017-06-29.Se04.T08 | No. Concepts: 6 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(256) | Tiempo: 41574 ms | TextId: So01.Do1022.V2017-06-29.Se04.T09 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(257) | Tiempo: 301467 ms | TextId: So01.Do1022.V2017-06-29.Se04.T10 | No. Concepts: 5 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(258) | Tiempo: 40600 ms | TextId: So01.Do1022.V2017-06-29.Se04.T11 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(259) | Tiempo: 324942 ms | TextId: So01.Do1022.V2017-06-29.Se04.T12 | No. Concepts: 7 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(260) | Tiempo: 60384 ms | TextId: So01.Do1022.V2017-06-29.Se04.T13 | No. Concepts: 2 | Doc: So01.Do1022 - 2017-06-29 | Section: Signs and symptoms 
Text(261) | Tiempo: 181444 ms | TextId: So01.Do1023.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1023 - 2017-06-29 | Section: Diagnosis 
Text(262) | Tiempo: 361803 ms | TextId: So01.Do1023.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1023 - 2017-06-29 | Section: Diagnosis 
Text(263) | Tiempo: 344125 ms | TextId: So01.Do1023.V2017-06-29.Se02.T03 | No. Concepts: 5 | Doc: So01.Do1023 - 2017-06-29 | Section: Diagnosis 
Text(264) | Tiempo: 262605 ms | TextId: So01.Do1023.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1023 - 2017-06-29 | Section: Signs and symptoms 
Text(265) | Tiempo: 534981 ms | TextId: So01.Do1024.V2017-06-29.Se02.T01 | No. Concepts: 9 | Doc: So01.Do1024 - 2017-06-29 | Section: Diagnosis 
Text(266) | Tiempo: 375013 ms | TextId: So01.Do1025.V2017-06-29.Se02.T01 | No. Concepts: 7 | Doc: So01.Do1025 - 2017-06-29 | Section: Diagnosis 
Text(267) | Tiempo: 60365 ms | TextId: So01.Do1026.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1026 - 2017-06-29 | Section: Diagnosis 
Text(268) | Tiempo: 462808 ms | TextId: So01.Do1026.V2017-06-29.Se02.T02 | No. Concepts: 8 | Doc: So01.Do1026 - 2017-06-29 | Section: Diagnosis 
Text(269) | Tiempo: 1033987 ms | TextId: So01.Do1026.V2017-06-29.Se02.T03 | No. Concepts: 19 | Doc: So01.Do1026 - 2017-06-29 | Section: Diagnosis 
Text(270) | Tiempo: 806403 ms | TextId: So01.Do1026.V2017-06-29.Se02.T04 | No. Concepts: 17 | Doc: So01.Do1026 - 2017-06-29 | Section: Diagnosis 
Text(271) | Tiempo: 20340 ms | TextId: So01.Do1026.V2017-06-29.Se02.T05 | No. Concepts: 10 | Doc: So01.Do1026 - 2017-06-29 | Section: Diagnosis 
Text(272) | Tiempo: 13853 ms | TextId: So01.Do1026.V2017-06-29.Se04.T01 | No. Concepts: 9 | Doc: So01.Do1026 - 2017-06-29 | Section: Signs and symptoms 
Text(273) | Tiempo: 19015 ms | TextId: So01.Do1026.V2017-06-29.Se04.T02 | No. Concepts: 11 | Doc: So01.Do1026 - 2017-06-29 | Section: Signs and symptoms 
Text(274) | Tiempo: 1444 ms | TextId: So01.Do1026.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do1026 - 2017-06-29 | Section: Signs and symptoms 
Text(275) | Tiempo: 3061 ms | TextId: So01.Do1027.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1027 - 2017-06-29 | Section: Diagnosis 
Text(276) | Tiempo: 11634 ms | TextId: So01.Do1028.V2017-06-29.Se01.T01 | No. Concepts: 9 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(277) | Tiempo: 3851 ms | TextId: So01.Do1028.V2017-06-29.Se01.T02 | No. Concepts: 4 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(278) | Tiempo: 110 ms | TextId: So01.Do1028.V2017-06-29.Se01.T03 | No. Concepts: 1 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(279) | Tiempo: 770 ms | TextId: So01.Do1028.V2017-06-29.Se01.T04 | No. Concepts: 1 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(280) | Tiempo: 176 ms | TextId: So01.Do1028.V2017-06-29.Se01.T05 | No. Concepts: 1 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(281) | Tiempo: 405 ms | TextId: So01.Do1028.V2017-06-29.Se01.T06 | No. Concepts: 1 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(282) | Tiempo: 10399 ms | TextId: So01.Do1028.V2017-06-29.Se01.T07 | No. Concepts: 4 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(283) | Tiempo: 172 ms | TextId: So01.Do1028.V2017-06-29.Se01.T08 | No. Concepts: 1 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(284) | Tiempo: 5898 ms | TextId: So01.Do1028.V2017-06-29.Se01.T09 | No. Concepts: 6 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(285) | Tiempo: 5519 ms | TextId: So01.Do1028.V2017-06-29.Se01.T10 | No. Concepts: 6 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(286) | Tiempo: 1521 ms | TextId: So01.Do1028.V2017-06-29.Se01.T11 | No. Concepts: 2 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(287) | Tiempo: 3790 ms | TextId: So01.Do1028.V2017-06-29.Se01.T12 | No. Concepts: 3 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(288) | Tiempo: 655 ms | TextId: So01.Do1028.V2017-06-29.Se01.T13 | No. Concepts: 1 | Doc: So01.Do1028 - 2017-06-29 | Section: Cause 
Text(289) | Tiempo: 9287 ms | TextId: So01.Do1028.V2017-06-29.Se02.T01 | No. Concepts: 9 | Doc: So01.Do1028 - 2017-06-29 | Section: Diagnosis 
Text(290) | Tiempo: 6297 ms | TextId: So01.Do1028.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1028 - 2017-06-29 | Section: Diagnosis 
Text(291) | Tiempo: 10074 ms | TextId: So01.Do1028.V2017-06-29.Se02.T03 | No. Concepts: 10 | Doc: So01.Do1028 - 2017-06-29 | Section: Diagnosis 
Text(292) | Tiempo: 9786 ms | TextId: So01.Do1028.V2017-06-29.Se02.T04 | No. Concepts: 9 | Doc: So01.Do1028 - 2017-06-29 | Section: Diagnosis 
Text(293) | Tiempo: 20927 ms | TextId: So01.Do1028.V2017-06-29.Se04.T01 | No. Concepts: 18 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(294) | Tiempo: 424984 ms | TextId: So01.Do1028.V2017-06-29.Se04.T02 | No. Concepts: 8 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(295) | Tiempo: 32380 ms | TextId: So01.Do1028.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(296) | Tiempo: 987839 ms | TextId: So01.Do1028.V2017-06-29.Se04.T04 | No. Concepts: 19 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(297) | Tiempo: 73030 ms | TextId: So01.Do1028.V2017-06-29.Se04.T05 | No. Concepts: 3 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(298) | Tiempo: 119631 ms | TextId: So01.Do1028.V2017-06-29.Se04.T06 | No. Concepts: 3 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(299) | Tiempo: 60360 ms | TextId: So01.Do1028.V2017-06-29.Se04.T07 | No. Concepts: 2 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(300) | Tiempo: 221805 ms | TextId: So01.Do1028.V2017-06-29.Se04.T08 | No. Concepts: 4 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(301) | Tiempo: 120809 ms | TextId: So01.Do1028.V2017-06-29.Se04.T09 | No. Concepts: 3 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(302) | Tiempo: 210848 ms | TextId: So01.Do1028.V2017-06-29.Se04.T10 | No. Concepts: 4 | Doc: So01.Do1028 - 2017-06-29 | Section: Signs and symptoms 
Text(303) | Tiempo: 742247 ms | TextId: So01.Do1029.V2017-06-29.Se02.T01 | No. Concepts: 14 | Doc: So01.Do1029 - 2017-06-29 | Section: Diagnosis 
Text(304) | Tiempo: 1211717 ms | TextId: So01.Do1029.V2017-06-29.Se02.T02 | No. Concepts: 19 | Doc: So01.Do1029 - 2017-06-29 | Section: Diagnosis 
Text(305) | Tiempo: 433037 ms | TextId: So01.Do1029.V2017-06-29.Se02.T03 | No. Concepts: 9 | Doc: So01.Do1029 - 2017-06-29 | Section: Diagnosis 
